parent_id,name,phone,occupation,address,student_id
P01322,Almaz Bekele,0965970283,Merchant,Akaki,ST01322
P01323,Dawit Nigatu,0913814928,Farmer,Lebu,ST01323
P01324,Almaz Tadesse,0976698003,Engineer,Alem Bank,ST01324
P01325,Eden Hailu,0979018556,Driver,Alem Bank,ST01325
P01326,Selam Nigatu,0934372486,Engineer,Akaki,ST01326
P01327,Elias Worku,0956264323,Engineer,Lebu,ST01327
P01328,Robel Tadesse,0921588178,Driver,Nefas Silk,ST01328
P01329,Ruth Tsegaye,0966074794,Farmer,Alem Bank,ST01329
P01330,Selam Alemu,0966305032,Nurse,Kality,ST01330
P01331,Daniel Fekadu,0997471945,Engineer,Kality,ST01331
P01332,Henok Tadesse,0921472006,Driver,Lebu,ST01332
P01333,Solomon Tesfaye,0995250871,Merchant,Alem Bank,ST01333
P01334,Filmon Fikre,0987721339,Farmer,Kolfe,ST01334
P01335,Natnael Fikre,0973848028,Teacher,Nefas Silk,ST01335
P01336,Daniel Getachew,0939088737,Engineer,Kolfe,ST01336
P01337,Selam Hailu,0935547865,Government Employee,Kolfe,ST01337
P01338,Eden Nigatu,0999840825,Farmer,Kolfe,ST01338
P01339,Abel Hailu,0982582940,Government Employee,Akaki,ST01339
P01340,Meron Kebede,0921558567,Nurse,Alem Bank,ST01340
P01341,Kidus Hailu,0939218175,Engineer,Alem Bank,ST01341
P01342,Genet Fekadu,0946162398,Merchant,Kolfe,ST01342
P01343,Meron Solomon,0913189033,Teacher,Alem Bank,ST01343
P01344,Filmon Getachew,0917956851,Farmer,Kolfe,ST01344
P01345,Saron Tesema,0932517838,Nurse,Kality,ST01345
P01346,Almaz Tesfaye,0950672370,Driver,Nefas Silk,ST01346
P01347,Selam Tsegaye,0934794067,Teacher,Alem Bank,ST01347
P01348,Selam Worku,0931985606,Farmer,Kolfe,ST01348
P01349,Tewodros Alemu,0963375058,Engineer,Kolfe,ST01349
P01350,Saba Solomon,0990610892,Nurse,Lebu,ST01350
P01351,Elias Tesfaye,0926803599,Engineer,Akaki,ST01351
P01352,Saron Mekonnen,0991709217,Driver,Kality,ST01352
P01353,Betelhem Fikre,0978777729,Farmer,Alem Bank,ST01353
P01354,Eden Nigatu,0945976856,Farmer,Lebu,ST01354
P01355,Bereket Girma,0997715913,Merchant,Akaki,ST01355
P01356,Mahlet Fekadu,0958482783,Merchant,Akaki,ST01356
P01357,Tewodros Desta,0915999215,Government Employee,Lebu,ST01357
P01358,Fikirte Girma,0955826751,Farmer,Akaki,ST01358
P01359,Yosef Tesfaye,0978341026,Government Employee,Akaki,ST01359
P01360,Daniel Nigatu,0965620967,Driver,Nefas Silk,ST01360
P01361,Abel Tesfaye,0938158191,Driver,Nefas Silk,ST01361
P01362,Yosef Worku,0932148229,Merchant,Kolfe,ST01362
P01363,Nahom Abebe,0954785201,Farmer,Kolfe,ST01363
P01364,Abel Getachew,0960586710,Engineer,Kality,ST01364
P01365,Tigist Hailu,0913478567,Engineer,Akaki,ST01365
P01366,Tigist Alemu,0948881159,Nurse,Akaki,ST01366
P01367,Mahlet Getachew,0936438765,Farmer,Alem Bank,ST01367
P01368,Saba Tadesse,0992894952,Government Employee,Akaki,ST01368
P01369,Kaleb Fekadu,0998881414,Teacher,Kolfe,ST01369
P01370,Biniam Tesema,0928579295,Farmer,Kolfe,ST01370
P01371,Yosef Tadesse,0980628319,Driver,Lebu,ST01371
P01372,Fikirte Tesema,0975066294,Government Employee,Nefas Silk,ST01372
P01373,Mahlet Solomon,0972262217,Engineer,Lebu,ST01373
P01374,Hiwot Girma,0981596490,Driver,Lebu,ST01374
P01375,Samuel Fikre,0911634436,Merchant,Nefas Silk,ST01375
P01376,Rediet Getachew,0933302704,Merchant,Kality,ST01376
P01377,Kidus Getachew,0933700950,Farmer,Akaki,ST01377
P01378,Meron Tesema,0935461483,Merchant,Kolfe,ST01378
P01379,Meron Solomon,0977349376,Driver,Lebu,ST01379
P01380,Daniel Worku,0997547274,Government Employee,Alem Bank,ST01380
P01381,Yared Hailu,0954972349,Teacher,Kality,ST01381
P01382,Dawit Solomon,0960872114,Merchant,Kolfe,ST01382
P01383,Henok Girma,0942821348,Government Employee,Alem Bank,ST01383
P01384,Yonatan Abebe,0953041307,Nurse,Kality,ST01384
P01385,Eden Hailu,0911340246,Government Employee,Lebu,ST01385
P01386,Tewodros Getachew,0931870606,Merchant,Akaki,ST01386
P01387,Samuel Kassa,0930850725,Engineer,Alem Bank,ST01387
P01388,Eden Tadesse,0978391009,Engineer,Nefas Silk,ST01388
P01389,Tewodros Worku,0951664841,Government Employee,Kality,ST01389
P01390,Kaleb Fekadu,0931762806,Farmer,Akaki,ST01390
P01391,Almaz Nigatu,0985001631,Nurse,Kality,ST01391
P01392,Henok Tesfaye,0910009646,Teacher,Akaki,ST01392
P01393,Bereket Abebe,0996914972,Teacher,Akaki,ST01393
P01394,Nahom Nigatu,0995836281,Teacher,Alem Bank,ST01394
P01395,Fikirte Abebe,0986026311,Teacher,Lebu,ST01395
P01396,Henok Tesfaye,0961835846,Merchant,Kolfe,ST01396
P01397,Biniam Mekonnen,0919708694,Nurse,Kolfe,ST01397
P01398,Solomon Tadesse,0965485173,Farmer,Lebu,ST01398
P01399,Hana Worku,0948996968,Merchant,Kality,ST01399
P01400,Bethlehem Solomon,0990744711,Merchant,Kality,ST01400
P01401,Mahlet Tesfaye,0928381270,Engineer,Akaki,ST01401
P01402,Mahlet Alemu,0963544134,Merchant,Nefas Silk,ST01402
P01403,Henok Yohannes,0912568407,Government Employee,Nefas Silk,ST01403
P01404,Genet Mekonnen,0943938338,Teacher,Alem Bank,ST01404
P01405,Betelhem Alemu,0957602837,Government Employee,Alem Bank,ST01405
P01406,Kaleb Getachew,0928817779,Engineer,Alem Bank,ST01406
P01407,Rahel Kassa,0986988185,Farmer,Akaki,ST01407
P01408,Samuel Fekadu,0974642933,Farmer,Alem Bank,ST01408
P01409,Robel Girma,0942701774,Nurse,Kolfe,ST01409
P01410,Rahel Fekadu,0978366923,Farmer,Akaki,ST01410
P01411,Natnael Mekonnen,0950579284,Teacher,Kolfe,ST01411
P01412,Rediet Desta,0937133845,Engineer,Lebu,ST01412
P01413,Yared Getachew,0912227518,Merchant,Nefas Silk,ST01413
P01414,Natnael Hailu,0986334374,Engineer,Lebu,ST01414
P01415,Saron Fikre,0992923460,Engineer,Akaki,ST01415
P01416,Elias Tsegaye,0964046903,Driver,Alem Bank,ST01416
P01417,Kaleb Yohannes,0974876518,Teacher,Nefas Silk,ST01417
P01418,Kaleb Tadesse,0975233268,Driver,Lebu,ST01418
P01419,Rediet Tadesse,0918325455,Nurse,Kolfe,ST01419
P01420,Selam Bekele,0940723157,Merchant,Kolfe,ST01420
P01421,Mekdes Fekadu,0985583646,Engineer,Akaki,ST01421
P01422,Biruk Tesfaye,0926371627,Engineer,Kality,ST01422
P01423,Ruth Tsegaye,0914509311,Teacher,Lebu,ST01423
P01424,Yared Worku,0987024545,Engineer,Kality,ST01424
P01425,Solomon Worku,0990341291,Merchant,Nefas Silk,ST01425
P01426,Mekdes Fikre,0939145937,Farmer,Akaki,ST01426
P01427,Tigist Kebede,0956652388,Engineer,Kality,ST01427
P01428,Betelhem Tesema,0986413973,Engineer,Lebu,ST01428
P01429,Saron Mekonnen,0921722339,Government Employee,Akaki,ST01429
P01430,Mahlet Fikre,0975104782,Driver,Kolfe,ST01430
P01431,Almaz Hailu,0937853149,Merchant,Kolfe,ST01431
P01432,Kidus Tesema,0945933838,Government Employee,Alem Bank,ST01432
P01433,Henok Tadesse,0974000415,Engineer,Alem Bank,ST01433
P01434,Solomon Alemu,0979698569,Teacher,Akaki,ST01434
P01435,Selam Bekele,0920002523,Farmer,Nefas Silk,ST01435
P01436,Robel Yohannes,0992476827,Driver,Kolfe,ST01436
P01437,Natnael Nigatu,0968434636,Teacher,Kolfe,ST01437
P01438,Kidus Abebe,0971285341,Nurse,Lebu,ST01438
P01439,Solomon Hailu,0977245336,Engineer,Lebu,ST01439
P01440,Samrawit Tesfaye,0971191414,Nurse,Kality,ST01440
P01441,Bereket Tsegaye,0919864992,Engineer,Kality,ST01441
P01442,Natnael Tsegaye,0924266430,Engineer,Lebu,ST01442
P01443,Kaleb Alemu,0968928055,Merchant,Akaki,ST01443
P01444,Daniel Worku,0994004421,Government Employee,Kality,ST01444
P01445,Samrawit Mekonnen,0914884450,Driver,Alem Bank,ST01445
P01446,Genet Getachew,0924057996,Engineer,Akaki,ST01446
P01447,Tewodros Girma,0981359528,Merchant,Nefas Silk,ST01447
P01448,Rediet Alemu,0979705340,Farmer,Lebu,ST01448
P01449,Bereket Yohannes,0958180058,Engineer,Akaki,ST01449
P01450,Saba Getachew,0987484045,Driver,Kality,ST01450
P01451,Liya Tesema,0938779381,Nurse,Akaki,ST01451
P01452,Eden Yohannes,0924061388,Engineer,Nefas Silk,ST01452
P01453,Kidus Bekele,0969892025,Merchant,Kality,ST01453
P01454,Kidus Alemu,0912693276,Teacher,Nefas Silk,ST01454
P01455,Yosef Bekele,0923919985,Merchant,Alem Bank,ST01455
P01456,Dawit Hailu,0965742097,Driver,Nefas Silk,ST01456
P01457,Hiwot Fekadu,0975672325,Teacher,Kality,ST01457
P01458,Fikirte Abebe,0920877881,Driver,Akaki,ST01458
P01459,Almaz Fekadu,0997342803,Engineer,Kolfe,ST01459
P01460,Kidus Tesfaye,0963576724,Merchant,Nefas Silk,ST01460
P01461,Bethlehem Fekadu,0991363016,Merchant,Kolfe,ST01461
P01462,Hiwot Abebe,0976555133,Engineer,Kolfe,ST01462
P01463,Kaleb Desta,0961411159,Teacher,Kality,ST01463
P01464,Daniel Tesema,0985457944,Government Employee,Kolfe,ST01464
P01465,Samuel Desta,0968071628,Nurse,Lebu,ST01465
P01466,Yonatan Bekele,0912299289,Teacher,Alem Bank,ST01466
P01467,Kaleb Getachew,0941997501,Government Employee,Kolfe,ST01467
P01468,Samuel Bekele,0984498458,Engineer,Kality,ST01468
P01469,Solomon Solomon,0961534439,Merchant,Kolfe,ST01469
P01470,Dawit Getachew,0934373424,Engineer,Nefas Silk,ST01470
P01471,Meron Tesema,0918745169,Driver,Akaki,ST01471
P01472,Daniel Solomon,0913955094,Engineer,Kality,ST01472
P01473,Samuel Nigatu,0919123719,Nurse,Alem Bank,ST01473
P01474,Mahlet Desta,0931961183,Nurse,Alem Bank,ST01474
P01475,Yared Fekadu,0930279786,Driver,Lebu,ST01475
P01476,Elias Tadesse,0916413770,Farmer,Lebu,ST01476
P01477,Daniel Yohannes,0982736717,Farmer,Alem Bank,ST01477
P01478,Henok Nigatu,0989234830,Farmer,Akaki,ST01478
P01479,Rediet Fikre,0957528356,Government Employee,Kality,ST01479
P01480,Elias Girma,0930258679,Merchant,Akaki,ST01480
P01481,Genet Tesema,0981271807,Merchant,Lebu,ST01481
P01482,Mahlet Solomon,0916216848,Teacher,Akaki,ST01482
P01483,Natnael Fikre,0957227323,Nurse,Akaki,ST01483
P01484,Elias Alemu,0950368264,Nurse,Nefas Silk,ST01484
P01485,Almaz Solomon,0982001694,Nurse,Lebu,ST01485
P01486,Selam Tesfaye,0997534200,Merchant,Kolfe,ST01486
P01487,Abel Kebede,0975794644,Nurse,Alem Bank,ST01487
P01488,Solomon Nigatu,0917380311,Teacher,Kality,ST01488
P01489,Hana Alemu,0948176188,Merchant,Kolfe,ST01489
P01490,Henok Getachew,0959503444,Merchant,Akaki,ST01490
P01491,Selam Fekadu,0994711510,Nurse,Akaki,ST01491
P01492,Abel Abebe,0951886478,Driver,Lebu,ST01492
P01493,Robel Tesfaye,0951279356,Merchant,Kolfe,ST01493
P01494,Henok Abebe,0964182309,Merchant,Alem Bank,ST01494
P01495,Yonatan Bekele,0924924539,Government Employee,Kolfe,ST01495
P01496,Henok Tesema,0975751177,Merchant,Nefas Silk,ST01496
P01497,Mekdes Hailu,0980928789,Teacher,Kality,ST01497
P01498,Biruk Getachew,0980736899,Engineer,Alem Bank,ST01498
P01499,Mahlet Fikre,0979569209,Merchant,Kolfe,ST01499
P01500,Biniam Girma,0914729885,Merchant,Nefas Silk,ST01500
P01501,Ruth Solomon,0985172444,Engineer,Kolfe,ST01501
P01502,Betelhem Alemu,0983054446,Merchant,Kality,ST01502
P01503,Ruth Kassa,0955659171,Nurse,Kolfe,ST01503
P01504,Rahel Worku,0966115394,Driver,Kality,ST01504
P01505,Tewodros Abebe,0987271900,Farmer,Kality,ST01505
P01506,Bereket Mekonnen,0964813705,Nurse,Lebu,ST01506
P01507,Bethlehem Kebede,0967619498,Nurse,Nefas Silk,ST01507
P01508,Bereket Worku,0911826592,Farmer,Nefas Silk,ST01508
P01509,Daniel Worku,0912300632,Merchant,Lebu,ST01509
P01510,Nahom Tesema,0971269956,Teacher,Nefas Silk,ST01510
P01511,Yosef Alemu,0971468806,Engineer,Akaki,ST01511
P01512,Hiwot Solomon,0929462334,Driver,Nefas Silk,ST01512
P01513,Tigist Tesfaye,0965380784,Engineer,Akaki,ST01513
P01514,Fikirte Getachew,0946663975,Driver,Kolfe,ST01514
P01515,Ruth Tesema,0983798336,Engineer,Alem Bank,ST01515
P01516,Betelhem Tsegaye,0934692049,Teacher,Nefas Silk,ST01516
P01517,Filmon Tesfaye,0920356238,Driver,Lebu,ST01517
P01518,Rahel Tesfaye,0928699071,Nurse,Alem Bank,ST01518
P01519,Samuel Nigatu,0956558651,Nurse,Nefas Silk,ST01519
P01520,Samuel Tesema,0980386501,Merchant,Kality,ST01520
P01521,Yosef Tsegaye,0992724239,Farmer,Kolfe,ST01521
P01522,Genet Getachew,0970186324,Government Employee,Akaki,ST01522
P01523,Bereket Alemu,0921099883,Government Employee,Kolfe,ST01523
P01524,Bereket Tesfaye,0959546285,Engineer,Alem Bank,ST01524
P01525,Filmon Desta,0946678824,Merchant,Lebu,ST01525
P01526,Nahom Kassa,0968849765,Government Employee,Akaki,ST01526
P01527,Biruk Abebe,0962357535,Merchant,Lebu,ST01527
P01528,Kaleb Kebede,0926907445,Government Employee,Akaki,ST01528
P01529,Abel Alemu,0996049986,Nurse,Alem Bank,ST01529
P01530,Daniel Tesema,0921137371,Teacher,Alem Bank,ST01530
P01531,Almaz Mekonnen,0953082666,Nurse,Kality,ST01531
P01532,Saron Kebede,0915686943,Engineer,Lebu,ST01532
P01533,Rahel Girma,0910854250,Engineer,Akaki,ST01533
P01534,Abel Kebede,0997353437,Farmer,Akaki,ST01534
P01535,Kidus Tesema,0929738676,Farmer,Kolfe,ST01535
P01536,Tewodros Getachew,0930172863,Teacher,Kolfe,ST01536
P01537,Robel Hailu,0950566674,Farmer,Alem Bank,ST01537
P01538,Liya Fekadu,0983187052,Engineer,Akaki,ST01538
P01539,Solomon Kebede,0925129338,Engineer,Kolfe,ST01539
P01540,Tewodros Tsegaye,0972445151,Farmer,Nefas Silk,ST01540
P01541,Daniel Kassa,0943404730,Nurse,Akaki,ST01541
P01542,Robel Abebe,0930943682,Nurse,Akaki,ST01542
P01543,Elias Tesfaye,0947573069,Farmer,Kolfe,ST01543
P01544,Solomon Fikre,0961272697,Merchant,Alem Bank,ST01544
P01545,Mekdes Tesema,0953349038,Government Employee,Kolfe,ST01545
P01546,Mahlet Bekele,0919205283,Teacher,Lebu,ST01546
P01547,Yared Tesfaye,0929133187,Farmer,Lebu,ST01547
P01548,Biruk Mekonnen,0949947795,Teacher,Akaki,ST01548
P01549,Meron Mekonnen,0980701803,Teacher,Alem Bank,ST01549
P01550,Elias Worku,0956866191,Engineer,Kolfe,ST01550
P01551,Natnael Tadesse,0925660113,Engineer,Akaki,ST01551
P01552,Meron Fikre,0957998942,Nurse,Kality,ST01552
P01553,Yosef Mekonnen,0962232247,Nurse,Alem Bank,ST01553
P01554,Kaleb Kassa,0959742266,Engineer,Kolfe,ST01554
P01555,Mahlet Worku,0929377376,Nurse,Kolfe,ST01555
P01556,Meron Kassa,0973781214,Driver,Alem Bank,ST01556
P01557,Meron Desta,0958981755,Farmer,Nefas Silk,ST01557
P01558,Ruth Nigatu,0910294627,Engineer,Nefas Silk,ST01558
P01559,Almaz Solomon,0935469416,Government Employee,Kality,ST01559
P01560,Mahlet Kassa,0994309032,Engineer,Nefas Silk,ST01560
P01561,Robel Desta,0959666550,Driver,Kality,ST01561
P01562,Ruth Fekadu,0956874185,Driver,Lebu,ST01562
P01563,Genet Yohannes,0961185428,Government Employee,Lebu,ST01563
P01564,Solomon Yohannes,0919697904,Farmer,Kolfe,ST01564
P01565,Hana Tsegaye,0998404219,Driver,Akaki,ST01565
P01566,Solomon Bekele,0926515337,Engineer,Kality,ST01566
P01567,Hana Bekele,0922459678,Farmer,Kality,ST01567
P01568,Liya Fikre,0979437685,Government Employee,Kality,ST01568
P01569,Yonatan Tesfaye,0975740318,Merchant,Nefas Silk,ST01569
P01570,Rahel Alemu,0993229575,Engineer,Kolfe,ST01570
P01571,Hana Desta,0931275742,Engineer,Kality,ST01571
P01572,Liya Alemu,0944683574,Farmer,Kality,ST01572
P01573,Bethlehem Abebe,0984598148,Farmer,Alem Bank,ST01573
P01574,Fikirte Tadesse,0961921183,Driver,Lebu,ST01574
P01575,Ruth Bekele,0954093911,Government Employee,Alem Bank,ST01575
P01576,Henok Getachew,0996918633,Government Employee,Alem Bank,ST01576
P01577,Filmon Desta,0937456161,Driver,Akaki,ST01577
P01578,Solomon Yohannes,0944985641,Farmer,Akaki,ST01578
P01579,Betelhem Girma,0923825549,Government Employee,Nefas Silk,ST01579
P01580,Yonatan Mekonnen,0912960901,Nurse,Kolfe,ST01580
P01581,Saron Tesema,0978860534,Teacher,Nefas Silk,ST01581
P01582,Natnael Kebede,0998191811,Farmer,Kolfe,ST01582
P01583,Tewodros Girma,0978546686,Nurse,Lebu,ST01583
P01584,Saba Abebe,0911569245,Driver,Alem Bank,ST01584
P01585,Hana Desta,0961036739,Driver,Kality,ST01585
P01586,Natnael Fekadu,0918213196,Nurse,Kality,ST01586
P01587,Liya Girma,0988707752,Farmer,Nefas Silk,ST01587
P01588,Daniel Fekadu,0936359878,Government Employee,Alem Bank,ST01588
P01589,Selam Bekele,0923001520,Engineer,Lebu,ST01589
P01590,Abel Hailu,0913898955,Driver,Nefas Silk,ST01590
P01591,Yonatan Tadesse,0981930104,Teacher,Lebu,ST01591
P01592,Saron Kebede,0914186237,Engineer,Nefas Silk,ST01592
P01593,Bereket Worku,0982073026,Driver,Lebu,ST01593
P01594,Henok Abebe,0953613552,Government Employee,Nefas Silk,ST01594
P01595,Mekdes Bekele,0980384704,Teacher,Alem Bank,ST01595
P01596,Saron Bekele,0953146371,Farmer,Kality,ST01596
P01597,Hana Solomon,0915916182,Government Employee,Kality,ST01597
P01598,Kaleb Solomon,0952076106,Nurse,Kality,ST01598
P01599,Daniel Alemu,0963418717,Nurse,Lebu,ST01599
P01600,Yared Tesfaye,0982424480,Government Employee,Kality,ST01600
P01601,Bereket Fekadu,0929812304,Teacher,Alem Bank,ST01601
P01602,Eden Abebe,0942597263,Driver,Nefas Silk,ST01602
P01603,Kaleb Tadesse,0933466453,Government Employee,Akaki,ST01603
P01604,Eden Yohannes,0920427467,Driver,Nefas Silk,ST01604
P01605,Yared Nigatu,0946664146,Nurse,Lebu,ST01605
P01606,Kaleb Fekadu,0928375557,Teacher,Kolfe,ST01606
P01607,Hana Tadesse,0996947418,Farmer,Kolfe,ST01607
P01608,Bethlehem Getachew,0927511580,Government Employee,Kality,ST01608
P01609,Nahom Desta,0936984551,Government Employee,Kolfe,ST01609
P01610,Eden Yohannes,0963002840,Government Employee,Lebu,ST01610
P01611,Mekdes Getachew,0962988947,Engineer,Kality,ST01611
P01612,Rediet Hailu,0920379549,Teacher,Kolfe,ST01612
P01613,Dawit Desta,0915692728,Teacher,Kolfe,ST01613
P01614,Henok Kebede,0973062360,Farmer,Lebu,ST01614
P01615,Ruth Fikre,0911400228,Nurse,Kality,ST01615
P01616,Saba Girma,0972516890,Nurse,Alem Bank,ST01616
P01617,Tewodros Tesfaye,0997919958,Farmer,Alem Bank,ST01617
P01618,Mahlet Tsegaye,0998795912,Teacher,Alem Bank,ST01618
P01619,Bethlehem Tsegaye,0937622040,Nurse,Kality,ST01619
P01620,Hana Solomon,0937254897,Merchant,Kolfe,ST01620
P01621,Dawit Hailu,0978849342,Government Employee,Lebu,ST01621
P01622,Tigist Bekele,0962065973,Government Employee,Lebu,ST01622
P01623,Yared Kassa,0953726002,Engineer,Kolfe,ST01623
P01624,Elias Fekadu,0952196646,Merchant,Akaki,ST01624
P01625,Yared Solomon,0981624238,Engineer,Alem Bank,ST01625
P01626,Yonatan Yohannes,0953721960,Farmer,Alem Bank,ST01626
P01627,Meron Solomon,0986233919,Teacher,Kolfe,ST01627
P01628,Fikirte Girma,0961052074,Merchant,Alem Bank,ST01628
P01629,Ruth Tesfaye,0962217035,Government Employee,Alem Bank,ST01629
P01630,Tewodros Abebe,0966326505,Government Employee,Lebu,ST01630
P01631,Selam Kebede,0967514677,Driver,Alem Bank,ST01631
P01632,Solomon Tesema,0914464285,Teacher,Kality,ST01632
P01633,Robel Kassa,0996385627,Farmer,Nefas Silk,ST01633
P01634,Meron Getachew,0940163846,Nurse,Lebu,ST01634
P01635,Biruk Kebede,0945180788,Government Employee,Alem Bank,ST01635
P01636,Abel Tesema,0986535763,Driver,Alem Bank,ST01636
P01637,Natnael Yohannes,0986723305,Merchant,Lebu,ST01637
P01638,Elias Kassa,0998118575,Farmer,Lebu,ST01638
P01639,Almaz Tesema,0978313226,Engineer,Kolfe,ST01639
P01640,Rediet Tsegaye,0969416660,Government Employee,Kality,ST01640
P01641,Natnael Tesfaye,0944649361,Merchant,Alem Bank,ST01641
P01642,Yared Solomon,0974057611,Farmer,Kolfe,ST01642
P01643,Saba Tsegaye,0982112034,Merchant,Kality,ST01643
P01644,Mekdes Getachew,0941892795,Merchant,Nefas Silk,ST01644
P01645,Liya Alemu,0914977130,Nurse,Lebu,ST01645
P01646,Fikirte Desta,0913855437,Nurse,Kolfe,ST01646
P01647,Filmon Tesema,0994295648,Farmer,Lebu,ST01647
P01648,Dawit Hailu,0997629682,Nurse,Alem Bank,ST01648
P01649,Kidus Abebe,0926535080,Government Employee,Lebu,ST01649
P01650,Samuel Tsegaye,0926003481,Nurse,Akaki,ST01650
P01651,Samrawit Solomon,0924931042,Nurse,Nefas Silk,ST01651
P01652,Samuel Nigatu,0958788454,Government Employee,Nefas Silk,ST01652
P01653,Hana Tesfaye,0914539488,Teacher,Kality,ST01653
P01654,Saron Fikre,0963861325,Teacher,Alem Bank,ST01654
P01655,Ruth Nigatu,0978721966,Engineer,Lebu,ST01655
P01656,Saron Mekonnen,0926574275,Farmer,Lebu,ST01656
P01657,Betelhem Girma,0985619404,Farmer,Akaki,ST01657
P01658,Tewodros Solomon,0950932699,Merchant,Alem Bank,ST01658
P01659,Genet Abebe,0955167416,Engineer,Alem Bank,ST01659
P01660,Tigist Solomon,0936148034,Nurse,Akaki,ST01660
P01661,Elias Girma,0932622664,Merchant,Lebu,ST01661
P01662,Hana Tesfaye,0937869416,Merchant,Kality,ST01662
P01663,Saba Tesema,0991939555,Engineer,Alem Bank,ST01663
P01664,Selam Desta,0914359177,Government Employee,Alem Bank,ST01664
P01665,Eden Worku,0941072152,Teacher,Nefas Silk,ST01665
P01666,Biniam Tadesse,0939895473,Engineer,Nefas Silk,ST01666
P01667,Bethlehem Getachew,0997067830,Nurse,Akaki,ST01667
P01668,Rediet Tsegaye,0981860688,Driver,Alem Bank,ST01668
P01669,Filmon Tesfaye,0933090567,Teacher,Kality,ST01669
P01670,Natnael Getachew,0948750102,Driver,Kality,ST01670
P01671,Biruk Nigatu,0961938561,Driver,Nefas Silk,ST01671
P01672,Solomon Bekele,0979435612,Engineer,Lebu,ST01672
P01673,Biruk Tesfaye,0940401361,Engineer,Lebu,ST01673
P01674,Rahel Worku,0946779407,Nurse,Akaki,ST01674
P01675,Liya Tesema,0954136567,Merchant,Alem Bank,ST01675
P01676,Yonatan Girma,0942413862,Farmer,Kality,ST01676
P01677,Tewodros Fikre,0969692655,Merchant,Alem Bank,ST01677
P01678,Saron Fekadu,0972876045,Merchant,Alem Bank,ST01678
P01679,Rediet Tesfaye,0938070397,Nurse,Alem Bank,ST01679
P01680,Biruk Solomon,0985356867,Driver,Kality,ST01680
P01681,Biniam Tadesse,0932970067,Merchant,Alem Bank,ST01681
P01682,Kidus Abebe,0967479712,Driver,Alem Bank,ST01682
P01683,Genet Solomon,0965843692,Engineer,Alem Bank,ST01683
P01684,Saba Abebe,0963862034,Government Employee,Alem Bank,ST01684
P01685,Almaz Tesfaye,0967052237,Engineer,Lebu,ST01685
P01686,Yared Tadesse,0946551931,Merchant,Alem Bank,ST01686
P01687,Elias Mekonnen,0928143368,Merchant,Nefas Silk,ST01687
P01688,Nahom Getachew,0938001199,Engineer,Kolfe,ST01688
P01689,Tigist Hailu,0944098986,Engineer,Nefas Silk,ST01689
P01690,Tewodros Fekadu,0956095866,Driver,Lebu,ST01690
P01691,Mekdes Getachew,0969952096,Teacher,Kolfe,ST01691
P01692,Robel Mekonnen,0976702553,Farmer,Nefas Silk,ST01692
P01693,Hana Hailu,0966243637,Merchant,Akaki,ST01693
P01694,Natnael Tesfaye,0924595691,Teacher,Nefas Silk,ST01694
P01695,Meron Hailu,0989584491,Driver,Akaki,ST01695
P01696,Saron Abebe,0919954308,Driver,Kolfe,ST01696
P01697,Mahlet Yohannes,0915107976,Teacher,Alem Bank,ST01697
P01698,Tigist Tsegaye,0987227337,Driver,Nefas Silk,ST01698
P01699,Hana Alemu,0926957479,Nurse,Nefas Silk,ST01699
P01700,Bereket Alemu,0985009344,Teacher,Kality,ST01700
P01701,Yosef Abebe,0994565764,Teacher,Akaki,ST01701
P01702,Bethlehem Kassa,0973745481,Engineer,Akaki,ST01702
P01703,Kidus Solomon,0924053212,Nurse,Akaki,ST01703
P01704,Bethlehem Bekele,0920357688,Driver,Kolfe,ST01704
P01705,Daniel Fekadu,0930700805,Merchant,Nefas Silk,ST01705
P01706,Robel Fekadu,0999300423,Government Employee,Nefas Silk,ST01706
P01707,Tewodros Kassa,0914945125,Engineer,Lebu,ST01707
P01708,Elias Bekele,0958676308,Government Employee,Kolfe,ST01708
P01709,Hiwot Hailu,0929007981,Driver,Kolfe,ST01709
P01710,Betelhem Alemu,0993310030,Driver,Kolfe,ST01710
P01711,Almaz Abebe,0963425416,Engineer,Kolfe,ST01711
P01712,Bethlehem Worku,0918533399,Driver,Kolfe,ST01712
P01713,Mekdes Abebe,0975529749,Nurse,Kolfe,ST01713
P01714,Kidus Mekonnen,0971592628,Nurse,Akaki,ST01714
P01715,Dawit Solomon,0914632489,Engineer,Lebu,ST01715
P01716,Eden Tsegaye,0959780437,Driver,Nefas Silk,ST01716
P01717,Nahom Hailu,0969935579,Nurse,Kolfe,ST01717
P01718,Natnael Fikre,0923637168,Teacher,Kolfe,ST01718
P01719,Kidus Nigatu,0926943497,Teacher,Lebu,ST01719
P01720,Saron Worku,0967723454,Driver,Akaki,ST01720
P01721,Ruth Kassa,0938350592,Government Employee,Nefas Silk,ST01721
P01722,Tigist Girma,0937974703,Engineer,Akaki,ST01722
P01723,Henok Kebede,0914292197,Driver,Kality,ST01723
P01724,Kidus Kebede,0985104429,Nurse,Nefas Silk,ST01724
P01725,Nahom Hailu,0977586081,Engineer,Kolfe,ST01725
P01726,Samuel Abebe,0988656705,Driver,Kality,ST01726
P01727,Meron Tadesse,0969229181,Teacher,Lebu,ST01727
P01728,Filmon Fikre,0913505608,Government Employee,Nefas Silk,ST01728
P01729,Ruth Yohannes,0911680499,Engineer,Nefas Silk,ST01729
P01730,Biniam Desta,0933225534,Government Employee,Akaki,ST01730
