student_id,first_name,last_name,gender,grade,section,branch,date_of_birth
ST01355,Eden,Fekadu,F,Grade 2,B,Alem Bank Campus,2013-09-27
ST01356,Solomon,Tadesse,M,Grade 11,C,Alem Bank Campus,2017-10-11
ST01357,Solomon,Yohannes,M,Grade 1,B,Alem Bank Campus,2014-01-06
ST01358,Tewodros,Hailu,M,Grade 5,A,Nefas Silk Campus,2009-10-13
ST01359,Solomon,Desta,M,Grade 4,C,Akaki Campus,2016-11-27
ST01360,Elias,Worku,M,Grade 1,B,Akaki Campus,2015-01-27
ST01361,Almaz,Getachew,F,Grade 11,B,Akaki Campus,2012-06-25
ST01362,Samuel,Hailu,M,Grade 6,A,Alem Bank Campus,2007-01-15
ST01363,Kidus,Bekele,M,Grade 3,A,Nefas Silk Campus,2012-08-17
ST01364,Bethlehem,Fekadu,F,Grade 1,C,Alem Bank Campus,2008-08-04
ST01365,Almaz,Girma,F,Grade 4,C,Alem Bank Campus,2010-10-03
ST01366,Biniam,Fikre,M,Grade 12,B,Nefas Silk Campus,2011-04-27
ST01367,Nahom,Fekadu,M,Grade 12,A,Akaki Campus,2013-06-08
ST01368,Ruth,Worku,F,Grade 12,A,Akaki Campus,2010-06-08
ST01369,Tewodros,Fekadu,M,Grade 11,A,Alem Bank Campus,2010-08-23
ST01370,Eden,Solomon,F,Grade 8,C,Alem Bank Campus,2007-06-05
ST01371,Hana,Mekonnen,F,Grade 3,B,Akaki Campus,2011-04-27
ST01372,Tigist,Tsegaye,F,Grade 5,B,Nefas Silk Campus,2012-08-07
ST01373,Rediet,Alemu,F,Grade 11,C,Nefas Silk Campus,2010-04-24
ST01374,Elias,Alemu,M,Grade 7,B,Alem Bank Campus,2010-05-11
ST01375,Genet,Alemu,F,Grade 2,A,Nefas Silk Campus,2010-06-26
ST01376,Yosef,Alemu,M,Grade 9,A,Nefas Silk Campus,2009-09-27
ST01377,Saba,Kassa,F,Grade 2,B,Akaki Campus,2017-11-03
ST01378,Solomon,Bekele,M,Grade 5,A,Akaki Campus,2014-12-21
ST01379,Samrawit,Fikre,F,Grade 9,A,Akaki Campus,2011-07-15
ST01380,Bereket,Desta,M,Grade 9,B,Akaki Campus,2014-07-17
ST01381,Saron,Abebe,F,Grade 12,B,Nefas Silk Campus,2016-09-28
ST01382,Rahel,Hailu,F,Grade 11,C,Alem Bank Campus,2013-11-17
ST01383,Mekdes,Tsegaye,F,Grade 5,B,Akaki Campus,2009-05-27
ST01384,Filmon,Kebede,M,Grade 1,A,Akaki Campus,2011-06-30
ST01385,Rediet,Tesfaye,F,Grade 8,B,Akaki Campus,2012-02-24
ST01386,Yared,Alemu,M,Grade 6,C,Akaki Campus,2014-01-13
ST01387,Eden,Abebe,F,Grade 3,C,Alem Bank Campus,2014-06-23
ST01388,Yared,Hailu,M,Grade 10,A,Alem Bank Campus,2014-06-17
ST01389,Samrawit,Nigatu,F,Grade 2,B,Akaki Campus,2010-04-05
ST01390,Nahom,Kassa,M,Grade 2,C,Nefas Silk Campus,2013-05-28
ST01391,Natnael,Alemu,M,Grade 8,C,Nefas Silk Campus,2012-10-12
ST01392,Bereket,Fikre,M,Grade 9,B,Alem Bank Campus,2014-06-05
ST01393,Fikirte,Tsegaye,F,Grade 2,B,Nefas Silk Campus,2012-08-03
ST01394,Samuel,Worku,M,Grade 10,B,Akaki Campus,2017-11-05
ST01395,Betelhem,Tsegaye,F,Grade 5,A,Nefas Silk Campus,2014-11-14
ST01396,Liya,Hailu,F,Grade 5,C,Nefas Silk Campus,2015-04-10
ST01397,Selam,Abebe,F,Grade 3,A,Akaki Campus,2007-12-02
ST01398,Biruk,Bekele,M,Grade 5,B,Nefas Silk Campus,2014-04-05
ST01399,Saba,Kassa,F,Grade 5,A,Akaki Campus,2007-05-17
ST01400,Betelhem,Tesfaye,F,Grade 1,B,Akaki Campus,2012-11-16
ST01401,Bethlehem,Tesfaye,F,Grade 12,A,Akaki Campus,2011-12-16
ST01402,Abel,Hailu,M,Grade 5,C,Nefas Silk Campus,2008-02-08
ST01403,Elias,Abebe,M,Grade 8,B,Alem Bank Campus,2013-07-08
ST01404,Dawit,Hailu,M,Grade 7,C,Nefas Silk Campus,2011-03-05
ST01405,Yosef,Nigatu,M,Grade 6,C,Akaki Campus,2014-01-09
ST01406,Kidus,Kassa,M,Grade 1,B,Alem Bank Campus,2009-04-29
ST01407,Fikirte,Tadesse,F,Grade 3,B,Nefas Silk Campus,2017-04-26
ST01408,Samuel,Tsegaye,M,Grade 10,A,Akaki Campus,2014-08-17
ST01409,Rahel,Yohannes,F,Grade 2,A,Nefas Silk Campus,2017-02-24
ST01410,Robel,Tadesse,M,Grade 2,B,Nefas Silk Campus,2009-02-16
ST01411,Robel,Kebede,M,Grade 3,C,Nefas Silk Campus,2015-08-02
ST01412,Samuel,Kebede,M,Grade 10,A,Nefas Silk Campus,2017-07-12
ST01413,Saba,Worku,F,Grade 9,A,Akaki Campus,2015-01-10
ST01414,Almaz,Worku,F,Grade 8,A,Nefas Silk Campus,2015-08-09
ST01415,Yonatan,Tesema,M,Grade 12,B,Akaki Campus,2013-04-30
ST01416,Saron,Tadesse,F,Grade 2,A,Nefas Silk Campus,2017-09-18
ST01417,Solomon,Girma,M,Grade 1,C,Akaki Campus,2017-04-24
ST01418,Yared,Mekonnen,M,Grade 2,B,Akaki Campus,2016-03-27
ST01419,Selam,Desta,F,Grade 4,C,Akaki Campus,2007-08-22
ST01420,Dawit,Alemu,M,Grade 10,B,Alem Bank Campus,2009-11-17
ST01421,Daniel,Worku,M,Grade 6,C,Nefas Silk Campus,2008-12-23
ST01422,Robel,Kebede,M,Grade 5,B,Alem Bank Campus,2007-08-23
ST01423,Hiwot,Tesema,F,Grade 5,A,Nefas Silk Campus,2012-04-05
ST01424,Yonatan,Kassa,M,Grade 4,C,Akaki Campus,2009-07-28
ST01425,Fikirte,Desta,F,Grade 4,A,Alem Bank Campus,2007-03-02
ST01426,Almaz,Fekadu,F,Grade 11,B,Akaki Campus,2013-02-19
ST01427,Ruth,Solomon,F,Grade 3,B,Akaki Campus,2014-05-31
ST01428,Tewodros,Alemu,M,Grade 5,A,Nefas Silk Campus,2009-01-14
ST01429,Yosef,Mekonnen,M,Grade 5,A,Alem Bank Campus,2008-04-07
ST01430,Dawit,Tsegaye,M,Grade 11,C,Alem Bank Campus,2010-02-21
ST01431,Ruth,Bekele,F,Grade 12,B,Nefas Silk Campus,2017-08-15
ST01432,Kaleb,Tesfaye,M,Grade 12,A,Alem Bank Campus,2010-07-17
ST01433,Robel,Fekadu,M,Grade 9,C,Nefas Silk Campus,2007-05-28
ST01434,Kaleb,Tesfaye,M,Grade 8,B,Akaki Campus,2014-03-31
ST01435,Fikirte,Tsegaye,F,Grade 12,B,Alem Bank Campus,2007-01-02
ST01436,Almaz,Yohannes,F,Grade 6,C,Alem Bank Campus,2009-04-16
ST01437,Mahlet,Yohannes,F,Grade 3,A,Alem Bank Campus,2011-05-23
ST01438,Samuel,Worku,M,Grade 12,C,Nefas Silk Campus,2016-02-10
ST01439,Bereket,Fekadu,M,Grade 2,A,Akaki Campus,2008-12-20
ST01440,Kidus,Yohannes,M,Grade 2,C,Alem Bank Campus,2013-11-30
ST01441,Kidus,Hailu,M,Grade 12,B,Alem Bank Campus,2014-05-20
ST01442,Bethlehem,Fikre,F,Grade 9,B,Alem Bank Campus,2010-02-07
ST01443,Selam,Bekele,F,Grade 8,B,Nefas Silk Campus,2013-10-12
ST01444,Eden,Solomon,F,Grade 8,A,Alem Bank Campus,2009-03-30
ST01445,Daniel,Fikre,M,Grade 6,B,Alem Bank Campus,2012-02-07
ST01446,Kaleb,Kebede,M,Grade 9,A,Nefas Silk Campus,2015-04-20
ST01447,Rahel,Solomon,F,Grade 12,C,Nefas Silk Campus,2007-10-10
ST01448,Yared,Abebe,M,Grade 7,B,Alem Bank Campus,2011-01-11
ST01449,Ruth,Kassa,F,Grade 6,B,Nefas Silk Campus,2017-03-27
ST01450,Selam,Worku,F,Grade 10,C,Alem Bank Campus,2014-11-01
ST01451,Selam,Getachew,F,Grade 9,A,Nefas Silk Campus,2013-08-29
ST01452,Nahom,Bekele,M,Grade 11,A,Nefas Silk Campus,2013-03-26
ST01453,Hana,Solomon,F,Grade 12,B,Alem Bank Campus,2011-04-16
ST01454,Yared,Getachew,M,Grade 8,B,Alem Bank Campus,2017-03-08
ST01455,Yared,Getachew,M,Grade 3,B,Nefas Silk Campus,2013-12-16
ST01456,Rahel,Yohannes,F,Grade 3,C,Alem Bank Campus,2014-06-23
ST01457,Saba,Girma,F,Grade 4,C,Nefas Silk Campus,2010-04-02
ST01458,Fikirte,Tesema,F,Grade 2,B,Nefas Silk Campus,2013-04-28
ST01459,Almaz,Hailu,F,Grade 3,A,Nefas Silk Campus,2007-01-30
ST01460,Ruth,Bekele,F,Grade 10,A,Akaki Campus,2010-09-11
ST01461,Dawit,Solomon,M,Grade 6,C,Alem Bank Campus,2017-03-17
ST01462,Biruk,Mekonnen,M,Grade 4,A,Nefas Silk Campus,2017-02-11
ST01463,Elias,Mekonnen,M,Grade 2,C,Alem Bank Campus,2010-02-12
ST01464,Meron,Solomon,F,Grade 3,B,Alem Bank Campus,2012-04-02
ST01465,Betelhem,Getachew,F,Grade 12,B,Nefas Silk Campus,2008-11-01
ST01466,Bethlehem,Solomon,F,Grade 6,B,Akaki Campus,2007-07-24
ST01467,Solomon,Kebede,M,Grade 6,C,Alem Bank Campus,2016-02-02
ST01468,Genet,Tadesse,F,Grade 6,A,Alem Bank Campus,2008-10-03
ST01469,Biniam,Bekele,M,Grade 10,C,Akaki Campus,2016-12-24
ST01470,Nahom,Nigatu,M,Grade 1,B,Akaki Campus,2012-08-15
ST01471,Fikirte,Yohannes,F,Grade 2,C,Nefas Silk Campus,2015-09-13
ST01472,Yosef,Tadesse,M,Grade 1,B,Akaki Campus,2009-04-10
ST01473,Yosef,Nigatu,M,Grade 1,B,Alem Bank Campus,2008-07-10
ST01474,Eden,Solomon,F,Grade 3,A,Nefas Silk Campus,2010-02-20
ST01475,Elias,Tadesse,M,Grade 6,C,Akaki Campus,2008-09-14
ST01476,Nahom,Alemu,M,Grade 12,A,Akaki Campus,2012-05-07
ST01477,Saron,Getachew,F,Grade 8,C,Nefas Silk Campus,2013-05-19
ST01478,Selam,Tesfaye,F,Grade 12,A,Akaki Campus,2017-10-17
ST01479,Robel,Alemu,M,Grade 12,C,Nefas Silk Campus,2013-12-08
ST01480,Eden,Hailu,F,Grade 7,A,Nefas Silk Campus,2007-03-31
ST01481,Saron,Alemu,F,Grade 10,C,Nefas Silk Campus,2014-11-19
ST01482,Yonatan,Abebe,M,Grade 12,A,Nefas Silk Campus,2010-04-14
ST01483,Fikirte,Nigatu,F,Grade 8,A,Nefas Silk Campus,2013-06-28
ST01484,Bethlehem,Bekele,F,Grade 12,A,Nefas Silk Campus,2007-01-08
ST01485,Ruth,Girma,F,Grade 11,C,Alem Bank Campus,2016-10-20
ST01486,Dawit,Desta,M,Grade 3,B,Nefas Silk Campus,2013-01-01
ST01487,Hana,Abebe,F,Grade 2,C,Nefas Silk Campus,2010-04-16
ST01488,Nahom,Abebe,M,Grade 5,A,Nefas Silk Campus,2009-08-08
ST01489,Meron,Abebe,F,Grade 11,A,Nefas Silk Campus,2017-10-27
ST01490,Hana,Mekonnen,F,Grade 11,B,Nefas Silk Campus,2012-08-27
ST01491,Bereket,Girma,M,Grade 3,C,Akaki Campus,2013-07-04
ST01492,Biniam,Tsegaye,M,Grade 4,B,Akaki Campus,2010-09-29
ST01493,Rahel,Tsegaye,F,Grade 4,C,Akaki Campus,2016-03-09
ST01494,Betelhem,Getachew,F,Grade 4,C,Akaki Campus,2016-12-16
ST01495,Saron,Getachew,F,Grade 3,A,Akaki Campus,2011-01-10
ST01496,Fikirte,Solomon,F,Grade 4,A,Akaki Campus,2014-08-26
ST01497,Elias,Kassa,M,Grade 7,B,Nefas Silk Campus,2016-08-07
ST01498,Betelhem,Fekadu,F,Grade 9,A,Alem Bank Campus,2011-11-16
ST01499,Saba,Bekele,F,Grade 12,C,Nefas Silk Campus,2017-01-15
ST01500,Almaz,Hailu,F,Grade 2,A,Nefas Silk Campus,2016-12-20
ST01501,Abel,Kassa,M,Grade 10,B,Akaki Campus,2008-08-13
ST01502,Kaleb,Abebe,M,Grade 8,C,Akaki Campus,2010-08-21
ST01503,Kaleb,Tesfaye,M,Grade 12,A,Nefas Silk Campus,2009-12-01
ST01504,Elias,Nigatu,M,Grade 4,B,Nefas Silk Campus,2010-01-06
ST01505,Natnael,Mekonnen,M,Grade 4,C,Alem Bank Campus,2011-02-15
ST01506,Robel,Fekadu,M,Grade 9,B,Alem Bank Campus,2015-06-22
ST01507,Abel,Abebe,M,Grade 3,A,Akaki Campus,2009-01-12
ST01508,Biruk,Tsegaye,M,Grade 3,B,Alem Bank Campus,2011-09-21
ST01509,Elias,Tsegaye,M,Grade 2,A,Nefas Silk Campus,2016-08-08
ST01510,Rediet,Alemu,F,Grade 8,B,Akaki Campus,2012-05-21
ST01511,Yonatan,Nigatu,M,Grade 4,B,Alem Bank Campus,2012-10-27
ST01512,Robel,Yohannes,M,Grade 6,B,Akaki Campus,2017-09-09
ST01513,Samrawit,Tesema,F,Grade 2,A,Akaki Campus,2016-07-04
ST01514,Tewodros,Tsegaye,M,Grade 2,A,Nefas Silk Campus,2011-05-11
ST01515,Saron,Tesfaye,F,Grade 8,A,Nefas Silk Campus,2015-10-03
ST01516,Ruth,Fikre,F,Grade 11,B,Akaki Campus,2010-02-15
ST01517,Eden,Alemu,F,Grade 4,B,Nefas Silk Campus,2012-09-18
ST01518,Yosef,Girma,M,Grade 6,C,Alem Bank Campus,2009-08-10
ST01519,Kidus,Girma,M,Grade 8,C,Nefas Silk Campus,2007-04-17
ST01520,Elias,Hailu,M,Grade 12,A,Nefas Silk Campus,2015-05-13
ST01521,Eden,Mekonnen,F,Grade 12,B,Akaki Campus,2013-05-14
ST01522,Robel,Nigatu,M,Grade 8,C,Nefas Silk Campus,2012-02-08
ST01523,Fikirte,Getachew,F,Grade 10,A,Nefas Silk Campus,2016-10-24
ST01524,Hiwot,Kassa,F,Grade 7,C,Akaki Campus,2007-01-16
ST01525,Dawit,Mekonnen,M,Grade 10,C,Alem Bank Campus,2009-03-09
ST01526,Saron,Yohannes,F,Grade 6,C,Alem Bank Campus,2017-06-20
ST01527,Rediet,Worku,F,Grade 10,C,Alem Bank Campus,2016-06-22
ST01528,Solomon,Kebede,M,Grade 2,B,Akaki Campus,2017-03-26
ST01529,Saron,Yohannes,F,Grade 6,C,Akaki Campus,2009-01-20
ST01530,Daniel,Yohannes,M,Grade 5,C,Nefas Silk Campus,2007-10-22
ST01531,Kaleb,Alemu,M,Grade 1,C,Alem Bank Campus,2015-12-01
ST01532,Elias,Tesfaye,M,Grade 9,A,Nefas Silk Campus,2008-05-13
ST01533,Solomon,Kebede,M,Grade 3,B,Alem Bank Campus,2011-07-07
ST01534,Mekdes,Kassa,F,Grade 5,B,Alem Bank Campus,2016-08-15
ST01535,Elias,Tsegaye,M,Grade 12,A,Akaki Campus,2017-11-13
ST01536,Almaz,Girma,F,Grade 9,B,Nefas Silk Campus,2013-07-06
ST01537,Yosef,Tesfaye,M,Grade 11,C,Akaki Campus,2010-11-22
ST01538,Almaz,Mekonnen,F,Grade 9,A,Akaki Campus,2008-05-27
ST01539,Abel,Hailu,M,Grade 4,A,Alem Bank Campus,2012-08-29
ST01540,Kidus,Desta,M,Grade 4,C,Alem Bank Campus,2007-02-24
ST01541,Betelhem,Bekele,F,Grade 12,A,Nefas Silk Campus,2008-09-04
ST01542,Rediet,Yohannes,F,Grade 2,C,Nefas Silk Campus,2013-07-02
ST01543,Dawit,Fekadu,M,Grade 11,B,Alem Bank Campus,2017-08-20
ST01544,Bereket,Hailu,M,Grade 9,A,Nefas Silk Campus,2013-01-12
ST01545,Tigist,Hailu,F,Grade 7,B,Akaki Campus,2011-02-18
ST01546,Almaz,Hailu,F,Grade 12,A,Nefas Silk Campus,2009-03-20
ST01547,Kaleb,Yohannes,M,Grade 12,B,Akaki Campus,2013-10-04
ST01548,Biruk,Getachew,M,Grade 7,B,Nefas Silk Campus,2014-11-21
ST01549,Mekdes,Nigatu,F,Grade 1,A,Akaki Campus,2010-08-30
ST01550,Yosef,Nigatu,M,Grade 5,C,Akaki Campus,2015-08-05
ST01551,Eden,Tadesse,F,Grade 11,B,Akaki Campus,2017-08-12
ST01552,Natnael,Nigatu,M,Grade 1,B,Alem Bank Campus,2014-02-02
ST01553,Elias,Tesfaye,M,Grade 8,B,Akaki Campus,2014-12-31
ST01554,Samuel,Bekele,M,Grade 1,B,Alem Bank Campus,2013-10-21
ST01555,Tewodros,Nigatu,M,Grade 3,A,Nefas Silk Campus,2016-08-31
ST01556,Yosef,Yohannes,M,Grade 4,B,Nefas Silk Campus,2011-11-23
ST01557,Henok,Kassa,M,Grade 10,C,Akaki Campus,2013-04-02
ST01558,Tigist,Kassa,F,Grade 2,C,Alem Bank Campus,2016-08-26
ST01559,Yared,Tadesse,M,Grade 5,B,Akaki Campus,2011-12-07
ST01560,Tigist,Nigatu,F,Grade 1,A,Nefas Silk Campus,2008-10-20
ST01561,Liya,Mekonnen,F,Grade 2,B,Alem Bank Campus,2017-09-21
ST01562,Elias,Mekonnen,M,Grade 1,B,Alem Bank Campus,2013-11-30
ST01563,Mahlet,Tsegaye,F,Grade 5,A,Nefas Silk Campus,2013-01-22
ST01564,Abel,Solomon,M,Grade 5,C,Akaki Campus,2015-05-23
ST01565,Hiwot,Fekadu,F,Grade 6,B,Nefas Silk Campus,2015-06-10
ST01566,Yosef,Worku,M,Grade 4,A,Alem Bank Campus,2013-04-26
ST01567,Tewodros,Solomon,M,Grade 1,B,Akaki Campus,2014-11-05
ST01568,Robel,Tesfaye,M,Grade 12,A,Alem Bank Campus,2012-05-19
ST01569,Ruth,Kassa,F,Grade 5,C,Nefas Silk Campus,2007-12-29
ST01570,Natnael,Girma,M,Grade 3,C,Akaki Campus,2010-05-18
ST01571,Bereket,Hailu,M,Grade 7,B,Alem Bank Campus,2017-07-14
ST01572,Betelhem,Fekadu,F,Grade 5,A,Nefas Silk Campus,2010-05-12
ST01573,Yosef,Fikre,M,Grade 11,B,Alem Bank Campus,2014-02-24
ST01574,Selam,Alemu,F,Grade 5,C,Akaki Campus,2013-04-08
ST01575,Mekdes,Tsegaye,F,Grade 6,C,Akaki Campus,2008-10-10
ST01576,Yosef,Kebede,M,Grade 12,C,Alem Bank Campus,2015-12-18
ST01577,Henok,Bekele,M,Grade 4,C,Akaki Campus,2017-11-08
ST01578,Liya,Kassa,F,Grade 7,A,Alem Bank Campus,2011-08-25
ST01579,Bereket,Tesema,M,Grade 5,B,Akaki Campus,2011-07-20
ST01580,Kidus,Tesema,M,Grade 8,B,Nefas Silk Campus,2008-05-08
ST01581,Hana,Kebede,F,Grade 6,B,Nefas Silk Campus,2012-02-02
ST01582,Kaleb,Abebe,M,Grade 7,A,Akaki Campus,2011-03-08
ST01583,Biniam,Hailu,M,Grade 6,A,Akaki Campus,2016-12-11
ST01584,Kaleb,Worku,M,Grade 11,C,Alem Bank Campus,2017-03-21
ST01585,Daniel,Tsegaye,M,Grade 10,B,Alem Bank Campus,2009-10-03
ST01586,Liya,Worku,F,Grade 1,A,Akaki Campus,2007-06-06
ST01587,Rediet,Bekele,F,Grade 12,B,Nefas Silk Campus,2016-03-27
ST01588,Elias,Hailu,M,Grade 5,A,Alem Bank Campus,2012-09-16
ST01589,Ruth,Abebe,F,Grade 6,C,Alem Bank Campus,2016-12-02
ST01590,Tewodros,Yohannes,M,Grade 5,B,Alem Bank Campus,2010-02-25
ST01591,Tewodros,Tesema,M,Grade 3,B,Akaki Campus,2013-07-20
ST01592,Fikirte,Getachew,F,Grade 9,C,Alem Bank Campus,2008-04-24
ST01593,Robel,Worku,M,Grade 2,C,Akaki Campus,2011-04-23
ST01594,Almaz,Tesfaye,F,Grade 12,C,Alem Bank Campus,2009-07-16
ST01595,Saron,Tesfaye,F,Grade 10,A,Alem Bank Campus,2016-03-07
ST01596,Nahom,Solomon,M,Grade 3,A,Nefas Silk Campus,2017-10-13
ST01597,Liya,Kebede,F,Grade 5,C,Nefas Silk Campus,2008-11-24
ST01598,Mahlet,Mekonnen,F,Grade 7,B,Alem Bank Campus,2008-11-07
ST01599,Meron,Fekadu,F,Grade 12,A,Nefas Silk Campus,2011-08-10
ST01600,Mahlet,Tesfaye,F,Grade 12,C,Alem Bank Campus,2012-05-13
ST01601,Robel,Getachew,M,Grade 8,A,Akaki Campus,2015-06-27
ST01602,Ruth,Fekadu,F,Grade 5,B,Nefas Silk Campus,2009-08-23
ST01603,Hana,Bekele,F,Grade 11,A,Akaki Campus,2010-02-21
ST01604,Saron,Worku,F,Grade 6,A,Nefas Silk Campus,2010-09-20
ST01605,Tigist,Abebe,F,Grade 8,A,Nefas Silk Campus,2012-06-29
ST01606,Filmon,Girma,M,Grade 8,B,Akaki Campus,2014-08-04
ST01607,Tewodros,Getachew,M,Grade 3,C,Akaki Campus,2010-02-07
ST01608,Daniel,Mekonnen,M,Grade 9,C,Nefas Silk Campus,2017-11-19
ST01609,Bethlehem,Nigatu,F,Grade 8,B,Alem Bank Campus,2008-01-30
ST01610,Henok,Solomon,M,Grade 6,C,Alem Bank Campus,2011-06-22
ST01611,Rahel,Kassa,F,Grade 3,C,Akaki Campus,2011-03-13
ST01612,Biruk,Girma,M,Grade 12,B,Akaki Campus,2010-12-29
ST01613,Fikirte,Tadesse,F,Grade 8,C,Nefas Silk Campus,2008-12-02
ST01614,Saba,Mekonnen,F,Grade 5,B,Nefas Silk Campus,2010-06-01
ST01615,Nahom,Nigatu,M,Grade 1,C,Akaki Campus,2013-10-12
ST01616,Rahel,Fikre,F,Grade 10,A,Alem Bank Campus,2012-07-18
ST01617,Yared,Abebe,M,Grade 6,C,Nefas Silk Campus,2011-08-11
ST01618,Biruk,Tsegaye,M,Grade 9,B,Akaki Campus,2011-10-31
ST01619,Mahlet,Solomon,F,Grade 10,A,Alem Bank Campus,2011-07-11
ST01620,Nahom,Bekele,M,Grade 12,A,Alem Bank Campus,2016-12-06
ST01621,Meron,Desta,F,Grade 3,B,Nefas Silk Campus,2015-05-02
ST01622,Biruk,Girma,M,Grade 11,A,Akaki Campus,2011-02-07
ST01623,Filmon,Desta,M,Grade 2,C,Alem Bank Campus,2015-04-24
ST01624,Filmon,Getachew,M,Grade 10,B,Nefas Silk Campus,2017-08-17
ST01625,Hana,Hailu,F,Grade 11,B,Alem Bank Campus,2012-11-02
ST01626,Yonatan,Solomon,M,Grade 1,A,Nefas Silk Campus,2012-01-20
ST01627,Rahel,Getachew,F,Grade 1,A,Akaki Campus,2012-06-16
ST01628,Robel,Fikre,M,Grade 7,B,Akaki Campus,2007-05-02
ST01629,Tigist,Solomon,F,Grade 8,A,Akaki Campus,2013-07-21
ST01630,Bereket,Tesema,M,Grade 7,B,Nefas Silk Campus,2014-07-08
ST01631,Elias,Abebe,M,Grade 1,C,Nefas Silk Campus,2014-05-27
ST01632,Natnael,Solomon,M,Grade 12,A,Akaki Campus,2011-10-21
ST01633,Liya,Yohannes,F,Grade 12,A,Alem Bank Campus,2016-02-26
ST01634,Kidus,Mekonnen,M,Grade 6,C,Nefas Silk Campus,2008-08-15
ST01635,Filmon,Tsegaye,M,Grade 6,B,Alem Bank Campus,2007-03-26
ST01636,Dawit,Fikre,M,Grade 1,B,Alem Bank Campus,2007-05-26
ST01637,Mekdes,Hailu,F,Grade 3,A,Alem Bank Campus,2014-01-02
ST01638,Eden,Getachew,F,Grade 2,B,Akaki Campus,2015-05-09
ST01639,Robel,Fikre,M,Grade 10,A,Nefas Silk Campus,2013-11-01
ST01640,Solomon,Solomon,M,Grade 10,B,Akaki Campus,2007-05-02
ST01641,Natnael,Hailu,M,Grade 9,A,Nefas Silk Campus,2017-06-03
ST01642,Robel,Fikre,M,Grade 10,C,Alem Bank Campus,2017-04-29
ST01643,Betelhem,Tesema,F,Grade 9,B,Nefas Silk Campus,2008-12-14
ST01644,Filmon,Worku,M,Grade 12,C,Alem Bank Campus,2011-09-06
ST01645,Ruth,Hailu,F,Grade 10,B,Akaki Campus,2016-12-21
ST01646,Yared,Alemu,M,Grade 10,B,Akaki Campus,2017-09-08
ST01647,Almaz,Fekadu,F,Grade 10,B,Nefas Silk Campus,2011-07-20
ST01648,Almaz,Hailu,F,Grade 7,A,Nefas Silk Campus,2013-04-12
ST01649,Mahlet,Solomon,F,Grade 6,C,Nefas Silk Campus,2011-11-01
ST01650,Bethlehem,Mekonnen,F,Grade 12,C,Alem Bank Campus,2014-12-26
ST01651,Daniel,Getachew,M,Grade 6,C,Akaki Campus,2017-05-19
ST01652,Solomon,Fekadu,M,Grade 4,B,Nefas Silk Campus,2007-06-21
ST01653,Liya,Nigatu,F,Grade 1,B,Nefas Silk Campus,2014-07-11
ST01654,Saron,Alemu,F,Grade 9,C,Nefas Silk Campus,2014-02-15
ST01655,Filmon,Girma,M,Grade 6,A,Nefas Silk Campus,2015-03-03
ST01656,Biniam,Tadesse,M,Grade 9,B,Nefas Silk Campus,2012-02-08
ST01657,Filmon,Getachew,M,Grade 9,A,Nefas Silk Campus,2008-07-06
ST01658,Mekdes,Tadesse,F,Grade 9,B,Akaki Campus,2008-04-04
ST01659,Nahom,Tadesse,M,Grade 3,A,Alem Bank Campus,2010-12-30
ST01660,Almaz,Desta,F,Grade 4,A,Akaki Campus,2009-06-13
ST01661,Tewodros,Nigatu,M,Grade 6,B,Alem Bank Campus,2010-01-02
ST01662,Abel,Mekonnen,M,Grade 12,B,Nefas Silk Campus,2011-06-13
ST01663,Yonatan,Tsegaye,M,Grade 10,C,Nefas Silk Campus,2013-07-27
ST01664,Liya,Girma,F,Grade 1,A,Alem Bank Campus,2017-08-06
ST01665,Saba,Alemu,F,Grade 7,B,Alem Bank Campus,2014-01-25
ST01666,Bereket,Desta,M,Grade 7,C,Alem Bank Campus,2016-11-15
ST01667,Natnael,Tesfaye,M,Grade 7,B,Nefas Silk Campus,2010-04-30
ST01668,Yared,Fikre,M,Grade 9,C,Alem Bank Campus,2014-01-14
ST01669,Mahlet,Desta,F,Grade 3,C,Nefas Silk Campus,2013-06-14
ST01670,Selam,Kassa,F,Grade 12,C,Akaki Campus,2016-09-30
ST01671,Ruth,Tadesse,F,Grade 7,A,Akaki Campus,2007-01-12
ST01672,Kaleb,Tsegaye,M,Grade 7,C,Alem Bank Campus,2008-02-18
ST01673,Rediet,Tesfaye,F,Grade 12,B,Akaki Campus,2011-06-14
ST01674,Tewodros,Desta,M,Grade 1,C,Akaki Campus,2011-05-25
ST01675,Genet,Solomon,F,Grade 4,A,Akaki Campus,2008-05-14
ST01676,Tigist,Kebede,F,Grade 6,A,Akaki Campus,2013-09-22
ST01677,Betelhem,Abebe,F,Grade 11,C,Alem Bank Campus,2014-04-08
ST01678,Filmon,Getachew,M,Grade 9,C,Nefas Silk Campus,2015-06-30
ST01679,Tewodros,Girma,M,Grade 3,B,Nefas Silk Campus,2010-07-17
ST01680,Eden,Tsegaye,F,Grade 5,C,Nefas Silk Campus,2010-05-18
ST01681,Selam,Fikre,F,Grade 9,A,Nefas Silk Campus,2017-12-07
ST01682,Kidus,Hailu,M,Grade 4,C,Alem Bank Campus,2015-09-29
ST01683,Fikirte,Worku,F,Grade 11,C,Akaki Campus,2014-05-11
ST01684,Saba,Tsegaye,F,Grade 3,C,Alem Bank Campus,2008-11-13
ST01685,Yosef,Tesema,M,Grade 1,A,Alem Bank Campus,2009-03-12
ST01686,Mekdes,Bekele,F,Grade 6,C,Nefas Silk Campus,2011-08-04
